fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,Symbol
2021-09-30,USD,470533000000,6860000000,6752000000,6752000000,1000000,None,26570000000,3422000000,None,20361000000,2941000000,17420000000,274586000000,175592000000,48795000000,464000000,180254000000,426481000000,11973000000,None,185000000,10315000000,10315000000,480000000,None,25043000000,807000000,400000000,35358000000,10761000000,20769000000,43601000000,23151000000,36125000000,14000000,844088000,BK
2021-06-30,USD,466963000000,5267000000,5154000000,5154000000,1000000,None,26635000000,3442000000,None,20451000000,2964000000,17487000000,269008000000,170166000000,52209000000,4809000000,-196003000000,421169000000,12425000000,None,189000000,11094000000,11094000000,450000000,None,25629000000,451000000,400000000,36723000000,9359000000,21051000000,45281000000,21150000000,35540000000,14000000,869460000,BK
2021-03-31,USD,464984000000,6059000000,5991000000,5991000000,2000000,None,26688000000,3521000000,None,20452000000,2983000000,17469000000,253342000000,173213000000,103253000000,-235328000000,-178297000000,419581000000,15150000000,None,184000000,13972000000,13972000000,493000000,None,25350000000,348000000,400000000,39322000000,1175000000,23806000000,44954000000,20532000000,34822000000,14000000,882558000,BK
2020-12-31,USD,469633000000,6284000000,6252000000,6252000000,1000000,None,24652000000,3602000000,None,20508000000,3012000000,17496000000,233696000000,172705000000,106116000000,-256690000000,-177470000000,423513000000,11305000000,None,167000000,10270000000,10270000000,514000000,None,25984000000,350000000,400000000,36254000000,341545000000,18819000000,45801000000,19833000000,34241000000,14000000,886763531,BK
2020-09-30,USD,428398000000,4161000000,4104000000,4104000000,1000000,None,22979000000,3617000000,None,20383000000,3026000000,17357000000,232080000000,169481000000,109243000000,-242904117000,-193907617000,383051000000,16538000000,None,187000000,15536000000,15536000000,388000000,None,32625000000,1091000000,400000000,15536000000,-1225329000,24578000000,44917000000,19832000000,33821000000,14000000,889499000,BK
2020-06-30,USD,442316000000,4845000000,4776000000,4776000000,2000000,None,22805000000,3598000000,None,20298000000,3045000000,17253000000,232129000000,224917000000,110067000000,2750000000,-168287000000,398350000000,12826000000,None,195000000,11844000000,11844000000,363000000,None,34789000000,665000000,399000000,11844000000,305470000000,27381000000,43697000000,19832000000,33224000000,14000000,889020000,BK
2020-03-31,USD,468155000000,5139000000,5091000000,5091000000,1000000,None,22805000000,3514000000,None,20310000000,3070000000,17240000000,222377000000,215210000000,101968000000,5290000000,-149927000000,426776000000,13725000000,None,194000000,12975000000,12975000000,390000000,None,35663000000,1121000000,397000000,12975000000,336717000000,24553000000,41145000000,19829000000,32601000000,14000000,894122000,BK
2019-12-31,USD,381508000000,4862000000,4830000000,4830000000,3000000,None,24523000000,3625000000,None,20493000000,3107000000,17386000000,198068000000,192288000000,88550000000,3061000000,129383000000,339780000000,15334000000,None,168000000,14616000000,14616000000,422000000,None,27501000000,3959000000,387000000,42117000000,259466000000,19013000000,41483000000,18844000000,31894000000,14000000,900683038,BK
2019-09-30,USD,373168000000,6765000000,6718000000,6718000000,2000000,None,22665000000,3149000000,None,20372000000,3124000000,17248000000,196507000000,188219000000,88562000000,2870000000,119004000000,331698000000,13206000000,None,193000000,12448000000,12448000000,504000000,None,33448000000,3538000000,386000000,12448000000,249660000000,21592000000,41120000000,17803000000,30789000000,14000000,933264000,BK
2019-06-30,USD,381168000000,5630000000,5556000000,5556000000,2000000,None,22746000000,2970000000,None,20497000000,3160000000,17337000000,192436000000,181993000000,85593000000,2694000000,135138000000,339333000000,18640000000,None,198000000,17769000000,17769000000,500000000,None,33892000000,8894000000,383000000,17769000000,252877000000,19673000000,41533000000,16822000000,30081000000,14000000,951281000,BK
2019-03-31,USD,346132000000,6031000000,5980000000,5980000000,2000000,None,21547000000,3010000000,None,20560000000,3193000000,17367000000,136305000000,178609000000,83523000000,2964000000,111565000000,304663000000,12952000000,None,None,12078000000,12078000000,450000000,None,35698000000,2773000000,376000000,12078000000,222382000000,19811000000,41225000000,16072000000,29382000000,14000000,962397000,BK
2018-12-31,USD,362873000000,5900000000,5864000000,5864000000,3000000,None,21569000000,1832000000,None,20570000000,3220000000,17350000000,138131000000,184158000000,85809000000,3065000000,124249000000,322005000000,11561000000,None,171000000,10564000000,10564000000,479000000,None,29163000000,7527000000,371000000,39727000000,238778000000,20017000000,40638000000,15517000000,28652000000,14000000,960425669,BK
2018-09-30,USD,349770000000,5047000000,5047000000,5047000000,3000000,None,21648000000,1832000000,None,20648000000,3258000000,17390000000,136783000000,97020000000,84155000000,1942000000,112439000000,307909000000,10796000000,None,367000000,9360000000,9360000000,487000000,None,34583000000,250000000,363000000,9360000000,231590000000,16710000000,41560000000,14145000000,28098000000,14000000,999808000,BK
2018-06-30,USD,352928000000,5361000000,5361000000,5361000000,3000000,None,21780000000,1752000000,None,20726000000,3308000000,17418000000,138448000000,100645000000,83940000000,2322000000,117138000000,311182000000,12764000000,None,375000000,11058000000,11058000000,498000000,None,34893000000,1450000000,363000000,11058000000,230560000000,18643000000,41505000000,13543000000,27306000000,14000000,1010179000,BK
2018-03-31,USD,373597000000,4636000000,4636000000,4636000000,4000000,None,21946000000,1702000000,None,20966000000,3370000000,17596000000,137214000000,107171000000,81830000000,1846000000,138280000000,331473000000,14268000000,None,382000000,12936000000,12936000000,455000000,None,32854000000,2250000000,363000000,12936000000,241844000000,27307000000,41728000000,12892000000,26496000000,14000000,1016797000,BK
2017-12-31,USD,371758000000,5382000000,5382000000,5382000000,4000000,None,21989000000,1634000000,None,20975000000,3411000000,17564000000,139517000000,109356000000,79543000000,2361000000,139677000000,330012000000,13321000000,None,394000000,11135000000,11135000000,486000000,None,27979000000,3700000000,367000000,39114000000,244322000000,21213000000,41251000000,12248000000,25635000000,14000000,1013442445,BK
2017-09-30,USD,354397000000,5557000000,5557000000,5557000000,4000000,None,21992000000,1631000000,None,21004000000,3461000000,17543000000,139370000000,104691000000,80054000000,865000000,123863000000,313293000000,12555000000,None,414000000,10651000000,10651000000,439000000,None,35014000000,68974000000,369000000,10651000000,230996000000,17509000000,40523000000,11597000000,24757000000,14000000,1035337000,BK
2017-06-30,USD,354815000000,4725000000,4725000000,4725000000,4000000,None,21945000000,1640000000,None,20963000000,3506000000,17457000000,138457000000,108877000000,78274000000,843000000,127846000000,314317000000,10242000000,None,424000000,8570000000,8570000000,414000000,None,33137000000,66431000000,None,8570000000,235677000000,17313000000,39974000000,10947000000,24027000000,13000000,1035829000,BK
2017-03-31,USD,337536000000,5366000000,5366000000,5366000000,9000000,None,22678000000,1307000000,None,20904000000,3549000000,17355000000,133133000000,107304000000,75580000000,680000000,115147000000,297705000000,10776000000,None,511000000,9275000000,9275000000,355000000,None,30184000000,13692000000,None,9275000000,221291000000,16882000000,39138000000,10441000000,23300000000,13000000,1041158000,BK
2016-12-31,USD,333469000000,4822000000,4822000000,4822000000,4000000,None,22664000000,1303000000,None,20914000000,3598000000,17316000000,132474000000,113453000000,73822000000,908000000,113898000000,293889000000,9837000000,None,527000000,8222000000,8222000000,369000000,None,24463000000,750000000,363000000,32685000000,221490000000,15624000000,38811000000,9562000000,22621000000,13000000,1047488301,BK
2021-09-30,USD,146846000000,116888000000,9764000000,20000000000,10805000000,2247000000,28163000000,11113000000,20442000000,10701000000,2631000000,8070000000,11194000000,963000000,10231000000,2664000000,5312000000,161112000000,85771000000,10151000000,51269000000,5377000000,5377000000,75341000000,None,62238000000,5377000000,None,62238000000,18974000000,1722000000,-14440000000,52030000000,38551000000,5061000000,588600000,BA
2021-06-30,USD,148935000000,119095000000,8271000000,21300000000,11127000000,2490000000,27975000000,11341000000,20567000000,10778000000,2702000000,8076000000,13954000000,883000000,13071000000,4187000000,4889000000,165420000000,88224000000,11450000000,50738000000,6534000000,6534000000,77196000000,None,63377000000,6534000000,None,63377000000,19502000000,1571000000,-16682000000,52223000000,38660000000,5061000000,587100000,BA
2021-03-31,USD,150035000000,119945000000,7059000000,21900000000,11660000000,2356000000,28195000000,11643000000,20792000000,10847000000,2773000000,8074000000,15841000000,980000000,14861000000,4123000000,4646000000,167876000000,89892000000,12410000000,50908000000,6021000000,6021000000,77984000000,None,63384000000,6021000000,None,63384000000,20553000000,1477000000,-18058000000,52395000000,38073000000,5061000000,585000000,BA
2020-12-31,USD,152136000000,121642000000,7752000000,25600000000,11562000000,1955000000,29810000000,11820000000,20507000000,10924000000,2843000000,8081000000,18854000000,1016000000,17838000000,4286000000,4712000000,170211000000,87280000000,12928000000,50488000000,1693000000,65000000,82931000000,471000000,63380000000,1628000000,None,63445000000,21903000000,1486000000,-18316000000,52641000000,38610000000,5061000000,1012261159,BA
2020-09-30,USD,161261000000,131012000000,10564000000,27100000000,11791000000,2762000000,28239000000,11969000000,20241000000,11012000000,2941000000,8071000000,17604000000,1052000000,16552000000,5213000000,3502000000,172814000000,92307000000,14479000000,51974000000,3634000000,1900000000,80507000000,None,58840000000,1734000000,None,60740000000,22220000000,2907000000,-11553000000,54819000000,47029000000,5061000000,566100000,BA
2020-06-30,USD,162872000000,130277000000,19992000000,32400000000,11800000000,2793000000,30541000000,12182000000,19863000000,11083000000,3019000000,8064000000,13504000000,1066000000,12438000000,2624000000,5481000000,174254000000,92482000000,13700000000,53367000000,2922000000,2400000000,81772000000,None,58788000000,522000000,None,61188000000,53367000000,2821000000,-11667000000,54829000000,47478000000,5061000000,565900000,BA
2020-03-31,USD,143075000000,111011000000,15039000000,15500000000,11301000000,3211000000,29270000000,12405000000,19591000000,11313000000,3256000000,8057000000,1612000000,1124000000,488000000,2739000000,4428000000,152435000000,94502000000,14963000000,52883000000,5173000000,4700000000,57597000000,None,34010000000,473000000,None,38710000000,52883000000,3398000000,-9665000000,54842000000,49854000000,5061000000,565400000,BA
2019-12-31,USD,133625000000,102229000000,9485000000,10030000000,10606000000,3266000000,29759000000,12502000000,19342000000,11398000000,3338000000,8060000000,1637000000,1092000000,545000000,3106000000,3585000000,141925000000,97312000000,15553000000,51551000000,7340000000,6109000000,44200000000,229000000,20964000000,1160000000,None,27073000000,51551000000,3422000000,-8617000000,54914000000,50644000000,5061000000,1012261159,BA
2019-09-30,USD,132598000000,101656000000,9763000000,10913000000,9761000000,3564000000,29747000000,12527000000,19125000000,11650000000,3587000000,8063000000,2267000000,1117000000,1150000000,2656000000,3275000000,137881000000,91846000000,15101000000,53167000000,4354000000,4094000000,42946000000,None,21432000000,260000000,None,25526000000,53167000000,3621000000,-4116000000,54924000000,53986000000,5061000000,564600000,BA
2019-06-30,USD,126261000000,95111000000,9167000000,9606000000,9801000000,3291000000,29718000000,12601000000,18855000000,11812000000,3761000000,8051000000,1581000000,1142000000,439000000,3304000000,3099000000,134053000000,92189000000,15267000000,52523000000,4357000000,4106000000,39015000000,None,15998000000,251000000,None,20104000000,52523000000,4839000000,-5322000000,54932000000,52819000000,5061000000,564700000,BA
2019-03-31,USD,120209000000,89509000000,6836000000,7729000000,9879000000,3669000000,28183000000,12594000000,18821000000,11465000000,3498000000,7967000000,2076000000,1183000000,893000000,2194000000,2941000000,120084000000,83615000000,14693000000,None,3381000000,3381000000,36362000000,None,12589000000,3381000000,None,12589000000,52534000000,3731000000,125000000,54630000000,58090000000,5061000000,567100000,BA
2018-12-31,USD,117359000000,87830000000,7637000000,8564000000,9814000000,3879000000,26827000000,12645000000,18568000000,11269000000,3429000000,7840000000,2014000000,1087000000,927000000,2335000000,1826000000,117020000000,81590000000,12916000000,50676000000,3190000000,1895000000,35359000000,None,11796000000,1238000000,None,13691000000,50676000000,3059000000,339000000,52348000000,55941000000,5061000000,1012261159,BA
2018-09-30,USD,114659000000,87686000000,8034000000,9990000000,8470000000,2893000000,23865000000,12571000000,18328000000,8252000000,2530000000,5722000000,3146000000,1190000000,1956000000,2398000000,1852000000,117595000000,79417000000,13663000000,None,1389000000,1389000000,36451000000,None,11131000000,1389000000,None,11131000000,51496000000,2905000000,-1289000000,51781000000,54666000000,5061000000,574200000,BA
2018-06-30,USD,113195000000,86401000000,8121000000,9770000000,8420000000,2823000000,23652000000,12605000000,18137000000,8044000000,2494000000,5550000000,2852000000,1203000000,1649000000,2396000000,1800000000,116291000000,77725000000,12904000000,None,1611000000,1611000000,36844000000,None,11381000000,1111000000,None,11381000000,50970000000,2875000000,-1441000000,49342000000,52303000000,5061000000,581900000,BA
2018-03-31,USD,113549000000,86543000000,9235000000,9891000000,8295000000,2802000000,23928000000,12628000000,17894000000,8083000000,2525000000,5558000000,1904000000,1248000000,656000000,2481000000,1969000000,112327000000,75532000000,12613000000,None,1981000000,1981000000,36719000000,None,11719000000,1081000000,None,11719000000,49955000000,2474000000,1222000000,46396000000,52095000000,5061000000,590100000,BA
2017-12-31,USD,112362000000,85194000000,8813000000,9992000000,72438000000,10516000000,24091000000,12672000000,17641000000,8132000000,2573000000,5559000000,2439000000,1260000000,1179000000,2417000000,2027000000,110706000000,74648000000,12202000000,None,1335000000,600000000,35652000000,None,10380000000,683000000,None,10980000000,42352000000,2015000000,1656000000,43454000000,49618000000,5061000000,1012261159,BA
